ID,AREA,DATA,DISTRICT,CTYSOSID,FIPS,FIPS2,CTYNAME,CNTY,COUNTY,PRECINCT_I,PRECINCT_N
7435,7.089708,2015,1777,1777,13177,177,Lee,88,LEE,7,SDA CHURCH
7436,41.762451,2013,1775,1775,13177,177,Lee,88,LEE,5,FRIENDSHIP BAPTIST
7437,2.553431,977,09502,09502,13095,095,Dougherty,47,DOUGHERTY,02,Sherwood Elementary School
7438,1.842321,981,09506,09506,13095,095,Dougherty,47,DOUGHERTY,06,Merry Acres Middle
7439,1.489679,978,09503,09503,13095,095,Dougherty,47,DOUGHERTY,03,Covenant Church
7440,4.130188,2016,1778,1778,13177,177,Lee,88,LEE,8,Flint Reformed Baptist
7441,58.982449,2464,27303,27303,13273,273,Terrell,135,TERRELL,03,BRONWOOD
7442,77.131683,2426,26117,26117,13261,261,Sumter,129,SUMTER,17,THOMPSON
7443,42.093758,2011,1773,1773,13177,177,Lee,88,LEE,3,CJC
7444,83.076546,2010,1772,1772,13177,177,Lee,88,LEE,2,SMITHVILLE
7445,3.556885,994,09519,09519,13095,095,Dougherty,47,DOUGHERTY,19,Radium Middle School
7446,2.274999,993,09518,09518,13095,095,Dougherty,47,DOUGHERTY,18,Bill Miller Community Center
7447,1.188021,1003,09528,09528,13095,095,Dougherty,47,DOUGHERTY,28,ASU East Campus - Lovett Hall
7448,2.186604,992,09517,09517,13095,095,Dougherty,47,DOUGHERTY,17,Robert H. Harvey Elementary
7449,3.609187,997,09522,09522,13095,095,Dougherty,47,DOUGHERTY,22,Phoebe East
7450,42.73642,995,09520,09520,13095,095,Dougherty,47,DOUGHERTY,20,Putney 1st Baptist Church
7451,23.034185,996,09521,09521,13095,095,Dougherty,47,DOUGHERTY,21,International Studies
7452,11.037621,990,09515,09515,13095,095,Dougherty,47,DOUGHERTY,15,Phoebe Healthworks
7453,2.172666,999,09524,09524,13095,095,Dougherty,47,DOUGHERTY,24,ALBANY MIDDLE SCHOOL
7454,12.16996,2017,1779,1779,13177,177,Lee,88,LEE,9,Century Fire Station
7455,4.771671,991,09516,09516,13095,095,Dougherty,47,DOUGHERTY,16,Turner Elementary School
7456,24.014851,998,09523,09523,13095,095,Dougherty,47,DOUGHERTY,23,Pine Bluff Baptist Church
7457,38.425007,2009,17710,17710,13177,177,Lee,88,LEE,10,REDBONE
7458,29.00778,2675,32114,32114,13321,321,Worth,159,WORTH,14,COUNTY LINE
7459,31.397884,2671,3211,3211,13321,321,Worth,159,WORTH,1,SYLVESTER
7460,37.185757,2682,3216,3216,13321,321,Worth,159,WORTH,6,RED ROCK
7461,23.559946,2012,1774,1774,13177,177,Lee,88,LEE,4,LEESBURG
7462,102.156471,2008,1771,1771,13177,177,Lee,88,LEE,1,CHOKEE
7463,122.82177,2425,26115,26115,13261,261,Sumter,129,SUMTER,15,LESLIE
7464,76.880821,2685,3219,3219,13321,321,Worth,159,WORTH,9,WARWICK
7465,48.739456,741,081CONEY,081CONEY,13081,081,Crisp,40,CRISP,CONEY,CONEY
7466,54.674377,2434,261O-26,261O-26,13261,261,Sumter,129,SUMTER,O-26,PLAINS
7467,39.536472,2433,261N-26,261N-26,13261,261,Sumter,129,SUMTER,N-26,CONCORD
7468,43.809677,2435,261W-27,261W-27,13261,261,Sumter,129,SUMTER,W-27,AGRI-CENTER
7469,4.64068,2430,261C2-27,261C2-27,13261,261,Sumter,129,SUMTER,C2-27,JROTC
7470,3.075432,2431,261C3-27,261C3-27,13261,261,Sumter,129,SUMTER,C3-27,REC DEPT
7681,18.081322,2432,261E-27,261E-27,13261,261,Sumter,129,SUMTER,E-27,AIRPORT
7682,3.812377,2429,261C1-27,261C1-27,13261,261,Sumter,129,SUMTER,C1-27,REES PARK
7683,167.93219,2384,24901,24901,13249,249,Schley,123,SCHLEY,01,PRECINCT ONE
7684,73.331169,2427,26128,26128,13261,261,Sumter,129,SUMTER,28,BROWNS MILL
7685,52.040489,2428,26129,26129,13261,261,Sumter,129,SUMTER,29,ANDERSONVILLE
7686,56.189396,971,09310,09310,13093,093,Dooly,46,DOOLY,10,LILLY
7687,72.721298,972,0932,0932,13093,093,Dooly,46,DOOLY,2,BYROMVILLE
7688,69.66713,2075,1932,1932,13193,193,Macon,94,MACON,2,OGLETHORPE
7689,3.193627,2077,1934,1934,13193,193,Macon,94,MACON,4,MONTEZUMA #4
7690,163.692688,2074,1931,1931,13193,193,Macon,94,MACON,1,IDEAL
7691,53.360306,2078,1935,1935,13193,193,Macon,94,MACON,5,MONTEZUMA #5
7692,116.335632,2076,1933,1933,13193,193,Macon,94,MACON,3,MARSHALLVILLE
7693,4.725409,2172,215117,215117,13215,215,Muscogee,106,MUSCOGEE,117,GENTIAN
7694,2.827398,2174,215119,215119,13215,215,Muscogee,106,MUSCOGEE,119,MOON
7695,5.267978,2170,215115,215115,13215,215,Muscogee,106,MUSCOGEE,115,CANAAN
7696,8.531226,2175,215120,215120,13215,215,Muscogee,106,MUSCOGEE,120,ST ANDREWS
7697,2.947812,2176,215121,215121,13215,215,Muscogee,106,MUSCOGEE,121,SALVATION ARMY
7698,27.478474,1861,145CA,145CA,13145,145,Harris,72,HARRIS,CA,CATAULA
7699,82.872627,1864,145HA,145HA,13145,145,Harris,72,HARRIS,HA,HAMILTON
7700,31.764458,2181,215127,215127,13215,215,Muscogee,106,MUSCOGEE,127,PSALMOND
7701,34.405506,1862,145EL,145EL,13145,145,Harris,72,HARRIS,EL,ELLERSLIE
7702,67.723381,1871,145WA,145WA,13145,145,Harris,72,HARRIS,WA,WAVERLY HALL
7703,38.995678,1863,145GM,145GM,13145,145,Harris,72,HARRIS,GM,GOODMAN
7704,23.886427,1867,145PV,145PV,13145,145,Harris,72,HARRIS,PV,PINE MOUNTAIN VALLEY
7705,38.265678,2099,19904,19904,13199,199,Meriwether,99,MERIWETHER,04,7TH-ODESSADALE
7706,20.688297,1870,145VP,145VP,13145,145,Harris,72,HARRIS,VP,VALLEY PLAINS
7707,33.240021,2106,19911,19911,13199,199,Meriwether,99,MERIWETHER,11,2ND-WARM SPRINGS
7708,44.722309,2107,19912,19912,13199,199,Meriwether,99,MERIWETHER,12,THIRD-DURAND
7709,21.404503,2441,26306,26306,13263,263,Talbot,130,TALBOT,06,BOX SPRINGS
7710,27.435667,2439,26304,26304,13263,263,Talbot,130,TALBOT,04,GENEVA
7711,55.595501,2436,26301,26301,13263,263,Talbot,130,TALBOT,01,ONEAL
7712,51.72258,2440,26305,26305,13263,263,Talbot,130,TALBOT,05,TALBOTTON
7713,114.45945,2438,26303,26303,13263,263,Talbot,130,TALBOT,03,JUNCTION CITY
7714,35.927349,2442,26308,26308,13263,263,Talbot,130,TALBOT,08,FLINT HILL
7715,5.4396,2097,19902,19902,13199,199,Meriwether,99,MERIWETHER,02,GILL I
7716,5.942674,2098,19903,19903,13199,199,Meriwether,99,MERIWETHER,03,GILL II
7717,88.452141,2437,26302,26302,13263,263,Talbot,130,TALBOT,02,VALLEY
7718,14.662618,2096,19901,19901,13199,199,Meriwether,99,MERIWETHER,01,CHALYBEATE
7719,22.877962,2108,19913,19913,13199,199,Meriwether,99,MERIWETHER,13,RALEIGH
7720,17.631229,2109,19914,19914,13199,199,Meriwether,99,MERIWETHER,14,COVE
7721,31.391815,2105,19910,19910,13199,199,Meriwether,99,MERIWETHER,10,LOWER 9TH-WOODBURY
7722,42.323254,2273,2314,2314,13231,231,Pike,114,PIKE,4,MOLENA
7723,54.941402,2515,28506,28506,13285,285,Troup,141,TROUP,06,HOGANSVILLE
7724,44.415237,2101,19906,19906,13199,199,Meriwether,99,MERIWETHER,06,LONE OAK
7725,25.241953,716,07709,07709,13077,077,Coweta,38,COWETA,09,GRANTVILLE
7726,87.442589,2100,19905,19905,13199,199,Meriwether,99,MERIWETHER,05,8TH-GREENVILLE
7727,36.848618,709,07702,07702,13077,077,Coweta,38,COWETA,02,MORELAND
7728,72.099564,2102,19907,19907,13199,199,Meriwether,99,MERIWETHER,07,LUTHERSVILLE
7937,100.31369,2469,275102,275102,13275,275,Thomas,136,THOMAS,102,BOSTON
7938,22.904526,2468,275101,275101,13275,275,Thomas,136,THOMAS,101,BARWICK
7939,16.900267,2483,275116,275116,13275,275,Thomas,136,THOMAS,116,PAVO
7940,88.678413,117,0271402,0271402,13027,027,Brooks,14,BROOKS,1402,DIXIE
7941,37.380119,116,0271230,0271230,13027,027,Brooks,14,BROOKS,1230,BARWICK
7942,77.282661,120,027659,027659,13027,027,Brooks,14,BROOKS,659,NANKIN
7943,78.176865,115,0271199,0271199,13027,027,Brooks,14,BROOKS,1199,QUITMAN
7944,37.108715,118,0271650,0271650,13027,027,Brooks,14,BROOKS,1650,BRIGGS
7945,34.907169,2471,275104,275104,13275,275,Thomas,136,THOMAS,104,COOLIDGE
7946,30.379032,2484,275117,275117,13275,275,Thomas,136,THOMAS,117,PATTEN
7947,41.975166,637,0710008,0710008,13071,071,Colquitt,35,COLQUITT,0008,BRIDGECREEK
7948,25.331486,647,0710018,0710018,13071,071,Colquitt,35,COLQUITT,0018,MURPHY
7949,24.687054,636,0710007,0710007,13071,071,Colquitt,35,COLQUITT,0007,AUTREYVILLE
7950,10.311988,635,0710002,0710002,13071,071,Colquitt,35,COLQUITT,0002,MOULTRIE
7951,36.98085,119,0271712,0271712,13027,027,Brooks,14,BROOKS,1712,PAVO
7952,20.249247,643,0710014,0710014,13071,071,Colquitt,35,COLQUITT,0014,HOPEWELL
7953,34.658627,649,0710020,0710020,13071,071,Colquitt,35,COLQUITT,0020,ROBINSON
7954,40.494572,644,0710015,0710015,13071,071,Colquitt,35,COLQUITT,0015,LEE
7955,24.928541,640,0710011,0710011,13071,071,Colquitt,35,COLQUITT,0011,FUNSTON
7956,20.16728,645,0710016,0710016,13071,071,Colquitt,35,COLQUITT,0016,MILLCREEK
7957,8.070376,634,0710001,0710001,13071,071,Colquitt,35,COLQUITT,0001,SHAW
7958,42.008236,646,0710017,0710017,13071,071,Colquitt,35,COLQUITT,0017,MONK
7959,89.402924,2673,32111,32111,13321,321,Worth,159,WORTH,11,MINTON
7960,61.47316,648,0710019,0710019,13071,071,Colquitt,35,COLQUITT,0019,NORMAN PARK
7961,17.778267,638,0710009,0710009,13071,071,Colquitt,35,COLQUITT,0009,CROSLAND
7962,64.56739,2672,32110,32110,13321,321,Worth,159,WORTH,10,SCOOTERVILLE
7963,142.670303,121,027660,027660,13027,027,Brooks,14,BROOKS,660,MORVEN
7964,29.11684,2045,185001,185001,13185,185,Lowndes,92,LOWNDES,001,TRAIN DEPOT
7965,54.432064,705,075NL,075NL,13075,075,Cook,37,COOK,NL,NEW LIFE BAPTIST CHURCH
7966,37.780491,706,075RB,075RB,13075,075,Cook,37,COOK,RB,RIVERBEND
7967,1.417257,702,075EP,075EP,13075,075,Cook,37,COOK,EP,ELM PINE
7968,3.924574,707,075S,075S,13075,075,Cook,37,COOK,S,SPARKS
7969,49.823605,652,0710023,0710023,13071,071,Colquitt,35,COLQUITT,0023,WARRIOR
7970,31.383053,651,0710022,0710022,13071,071,Colquitt,35,COLQUITT,0022,TYTY
7971,26.331871,2494,27707,27707,13277,277,Tift,137,TIFT,07,OMEGA
7972,26.216343,2492,27705,27705,13277,277,Tift,137,TIFT,05,DOCIA
7973,6.24012,2497,27710,27710,13277,277,Tift,137,TIFT,10,TIFTON SOUTH
7974,8.031199,2498,27711,27711,13277,277,Tift,137,TIFT,11,MOTT-LITMAN GYM
7975,45.75106,703,075L,075L,13075,075,Cook,37,COOK,L,LENOX
7976,24.592554,704,075M,075M,13075,075,Cook,37,COOK,M,MASSEE
7977,27.864676,2493,27706,27706,13277,277,Tift,137,TIFT,06,ELDORADO
7978,33.027672,2490,27703,27703,13277,277,Tift,137,TIFT,03,BROOKFIELD
7979,36.844158,2965,185019,185019,13185,185,Lowndes,92,LOWNDES,019,South Lowndes Recreation Center
7980,55.127048,2973,185016,185016,13185,185,Lowndes,92,LOWNDES,016,Paper Mill Union
7981,121.370544,3164,185012,185012,13185,185,Lowndes,92,LOWNDES,012,RAINWATER
7982,0.100821,2054,185013,185013,13185,185,Lowndes,92,LOWNDES,013,VSU
7983,1.633446,2975,185014,185014,13185,185,Lowndes,92,LOWNDES,014,Mt. Calvary Church
7984,1.80151,2972,185015,185015,13185,185,Lowndes,92,LOWNDES,015,Mildred Community Center
7985,10.276538,2047,185008,185008,13185,185,Lowndes,92,LOWNDES,008,Mathis Auditorium
7986,1.951526,2055,185009,185009,13185,185,Lowndes,92,LOWNDES,009,Jaycee Community Center
8193,32.580627,2268,2294C,2294C,13229,229,Pierce,113,PIERCE,4C,ALABAHA
8194,55.423725,2266,2294A,2294A,13229,229,Pierce,113,PIERCE,4A,PATTERSON
8195,95.616333,2265,2293B,2293B,13229,229,Pierce,113,PIERCE,3B,OTTER CREEK
8196,77.195656,232,0495W,0495W,13049,049,Charlton,24,CHARLTON,5W,WINOKUR
8197,163.072296,171,03901,03901,13039,039,Camden,20,CAMDEN,01,TARBORO
8198,195.696884,113,0252,0252,13025,025,Brantley,13,BRANTLEY,2,NAHUNTA
8199,110.167191,114,0253,0253,13025,025,Brantley,13,BRANTLEY,3,WAYNESVILLE
8200,22.997906,2676,32115,32115,13321,321,Worth,159,WORTH,15,ISABELLA
8201,30.007664,2679,3213,3213,13321,321,Worth,159,WORTH,3,POULAN
8202,71.059326,2683,3217,3217,13321,321,Worth,159,WORTH,7,DOLES
8203,29.320545,2678,3212,3212,13321,321,Worth,159,WORTH,2,SYLVESTER EAST
8204,56.91016,2680,3214,3214,13321,321,Worth,159,WORTH,4,SUMNER
8205,26.9753,2495,27708,27708,13277,277,Tift,137,TIFT,08,TY TY
8206,136.257675,2525,2872,2872,13287,287,Turner,142,TURNER,2,SYCAMORE
8207,4.805002,2524,2871,2871,13287,287,Turner,142,TURNER,1,ASHBURN
8208,47.336605,743,081JAMES,081JAMES,13081,081,Crisp,40,CRISP,JAMES,JAMESTOWN
8209,71.744514,742,081CORDE,081CORDE,13081,081,Crisp,40,CRISP,CORDE,CORDELE
8210,65.816078,740,081ARABI,081ARABI,13081,081,Crisp,40,CRISP,ARABI,ARABI
8211,47.521736,744,081LISTO,081LISTO,13081,081,Crisp,40,CRISP,LISTO,LISTONIA
8212,48.083591,2491,27704,27704,13277,277,Tift,137,TIFT,04,CHULA
8213,20.086103,2496,27709,27709,13277,277,Tift,137,TIFT,09,TIFTON NW
8214,2.621998,2488,27701,27701,13277,277,Tift,137,TIFT,01,TIFTON NE
8215,4.967143,2499,27712,27712,13277,277,Tift,137,TIFT,12,TIFTON LODGE
8216,38.561134,2489,27702,27702,13277,277,Tift,137,TIFT,02,BRIGHTON
8217,126.635483,1939,1550901,1550901,13155,155,Irwin,77,IRWIN,0901,IRWINVILLE
8218,149.139877,2526,2873,2873,13287,287,Turner,142,TURNER,3,REBECCA
8219,83.998489,2652,3153A,3153A,13315,315,Wilcox,156,WILCOX,3A,PITTS #3
8220,65.893379,2653,3154A,3154A,13315,315,Wilcox,156,WILCOX,4A,ROCHELLE SOUTH #4
8221,139.762817,974,0937,0937,13093,093,Dooly,46,DOOLY,7,VIENNA
8222,45.650982,975,0938,0938,13093,093,Dooly,46,DOOLY,8,PINEHURST
8223,83.262062,973,0935,0935,13093,093,Dooly,46,DOOLY,5,UNADILLA
8224,61.123905,1930,153HEFS,153HEFS,13153,153,Houston,76,HOUSTON,HEFS,HEFS
8225,21.785227,2248,225F3,225F3,13225,225,Peach,111,PEACH,F3,FORT VALLEY #3
8226,84.893211,1928,153HAFS,153HAFS,13153,153,Houston,76,HOUSTON,HAFS,HAFS
8227,66.625214,1935,153ROZR,153ROZR,13153,153,Houston,76,HOUSTON,ROZR,ROZR
8228,20.759605,2649,3151A,3151A,13315,315,Wilcox,156,WILCOX,1A,ROCHELLE NORTH #1
8229,57.298401,2651,3152B,3152B,13315,315,Wilcox,156,WILCOX,2B,PINEVIEW #2
8230,251.374405,2285,235ANNEX,235ANNEX,13235,235,Pulaski,116,PULASKI,ANNEX,ANNEX
8231,61.721157,1938,153VHS,153VHS,13153,153,Houston,76,HOUSTON,VHS,VHS
8232,140.755814,1940,1551529,1551529,13155,155,Irwin,77,IRWIN,1529,OCILLA
8233,95.662056,1941,1551753,1551753,13155,155,Irwin,77,IRWIN,1753,HOLT
8234,105.990967,2654,3155A,3155A,13315,315,Wilcox,156,WILCOX,5A,ABBEVILLE SOUTH #5
8235,254.099564,73,0171,0171,13017,017,Ben Hill,9,BEN HILL,1,EAST
8236,100.731682,629,0692,0692,13069,069,Coffee,34,COFFEE,2,AMBROSE
8449,35.751156,2398,2532,2532,13253,253,Seminole,125,SEMINOLE,2,PRECINCT 2
8450,124.57663,1031,099CS,099CS,13099,099,Early,49,EARLY,CS,CEDAR SPRINGS
8451,133.594742,1033,099U,099U,13099,099,Early,49,EARLY,U,URQUHART
8452,89.108444,2397,2531,2531,13253,253,Seminole,125,SEMINOLE,1,PRECINCT 1
8453,34.803043,2401,2535,2535,13253,253,Seminole,125,SEMINOLE,5,PRECINCT 5
8454,70.8442,756,0871325,0871325,13087,087,Decatur,43,DECATUR,1325,RECOVERY
8455,62.441273,757,0871342,0871342,13087,087,Decatur,43,DECATUR,1342,KENDRICK
8456,56.496277,761,087914,087914,13087,087,Decatur,43,DECATUR,914,KIRBO CENTER
8457,1.832949,2980,087513,087513,13087,087,Decatur,43,DECATUR,513,BAINBRIDGE-COLISEUM
8458,118.112167,763,087694,087694,13087,087,Decatur,43,DECATUR,694,ATTAPULGUS
8459,73.247688,758,0871361,0871361,13087,087,Decatur,43,DECATUR,1361,CLIMAX
8460,2.122788,2399,2533,2533,13253,253,Seminole,125,SEMINOLE,3,PRECINCT 3
8461,95.012939,2400,2534,2534,13253,253,Seminole,125,SEMINOLE,4,PRECINCT 4
8462,85.213203,759,0871613,0871613,13087,087,Decatur,43,DECATUR,1613,BRINSON
8463,283.913116,2110,2011,2011,13201,201,Miller,100,MILLER,1,COLQUITT-MILLER
8464,91.303879,1032,099CUBA,099CUBA,13099,099,Early,49,EARLY,CUBA,CUBA
8465,38.89447,1030,099B,099B,13099,099,Early,49,EARLY,B,BLAKELY
8466,128.409622,1029,099A,099A,13099,099,Early,49,EARLY,A,ARLINGTON
8467,1.957503,170,0375,0375,13037,037,Calhoun,19,CALHOUN,5,ARLINGTON
8468,71.520874,760,0871805,0871805,13087,087,Decatur,43,DECATUR,1805,WEST BAINBRIDGE
8469,25.902044,762,087514,087514,13087,087,Decatur,43,DECATUR,514,BAINBRIDGE-FAIRGROUNDS
8470,58.157589,755,0871277,0871277,13087,087,Decatur,43,DECATUR,1277,MT. PLEASANT
8471,59.396343,2116,205HF,205HF,13205,205,Mitchell,101,MITCHELL,HF,HOPEFUL
8472,82.321014,16,007A,007A,13007,007,Baker,4,BAKER,A,ANNA
8473,69.298729,18,007H,007H,13007,007,Baker,4,BAKER,H,HOGGARDS MILL
8474,44.219101,17,007E,007E,13007,007,Baker,4,BAKER,E,ELMODEL
8475,49.111721,1631,131H,131H,13131,131,Grady,65,GRADY,H,HIGDON
8476,37.052559,1638,131W,131W,13131,131,Grady,65,GRADY,W,WHIGHAM
8477,32.970676,1635,131R,131R,13131,131,Grady,65,GRADY,R,RAGAN
8478,73.479591,1630,131D,131D,13131,131,Grady,65,GRADY,D,DUNCANVILLE
8479,12.475817,1628,131C04,131C04,13131,131,Grady,65,GRADY,C04,Cairo 4th District
8480,43.150436,1633,131M,131M,13131,131,Grady,65,GRADY,M,MIDWAY
8481,5.332633,1629,131C05,131C05,13131,131,Grady,65,GRADY,C05,Cairo 5th District
8482,34.831905,1639,131WL,131WL,13131,131,Grady,65,GRADY,WL,WOODLAND
8483,14.727035,1634,131P,131P,13131,131,Grady,65,GRADY,P,PINE PARK
8484,57.723431,2480,275113,275113,13275,275,Thomas,136,THOMAS,113,METCALFE
8485,52.184624,2474,275107,275107,13275,275,Thomas,136,THOMAS,107,FIRE STATION #2
8486,2.567974,2476,275109,275109,13275,275,Thomas,136,THOMAS,109,HARPER
8487,4.607884,2472,275105,275105,13275,275,Thomas,136,THOMAS,105,DOUGLASS
8488,0.966107,2486,275119,275119,13275,275,Thomas,136,THOMAS,119,RESOURCE CENTER
8489,2.389771,2477,275110,275110,13275,275,Thomas,136,THOMAS,110,Jerger
8490,1.913083,2487,275120,275120,13275,275,Thomas,136,THOMAS,120,Scott
8491,2.691733,2485,275118,275118,13275,275,Thomas,136,THOMAS,118,REMINGTON ESC
8492,32.444092,2481,275114,275114,13275,275,Thomas,136,THOMAS,114,NEW COVENANT
8493,28.537861,2475,275108,275108,13275,275,Thomas,136,THOMAS,108,GATLIN CREEK
8494,31.622082,2470,275103,275103,13275,275,Thomas,136,THOMAS,103,CENTRAL
8495,45.086903,1637,131SH,131SH,13131,131,Grady,65,GRADY,SH,SPRING HILL
8705,73.101753,2600,3051A,3051A,13305,305,Wayne,151,WAYNE,1A,ODUM
8706,38.266571,4,0012,0012,13001,001,Appling,1,APPLING,2,2
8707,78.332458,5,0013A1,0013A1,13001,001,Appling,1,APPLING,3A1,3A1
8708,124.194809,2452,2679,2679,13267,267,Tattnall,132,TATTNALL,9,DISTRICT V
8709,142.690704,2603,3052A,3052A,13305,305,Wayne,151,WAYNE,2A,SCREVEN
8710,43.502193,2604,3052C,3052C,13305,305,Wayne,151,WAYNE,2C,EMPIRE
8711,9.43061,2605,3052D,3052D,13305,305,Wayne,151,WAYNE,2D,RED HILL
8712,21.186172,2602,3051C,3051C,13305,305,Wayne,151,WAYNE,1C,OGLETHORPE
8713,18.613865,2611,3055B,3055B,13305,305,Wayne,151,WAYNE,5B,REC CENTER
8714,9.193075,2609,3054B,3054B,13305,305,Wayne,151,WAYNE,4B,PINE STREET
8715,8.452232,2610,3055A,3055A,13305,305,Wayne,151,WAYNE,5A,UNITY
8716,4.382693,2608,3054A,3054A,13305,305,Wayne,151,WAYNE,4A,VFW
8717,47.640327,2606,3053A,3053A,13305,305,Wayne,151,WAYNE,3A,ALTAMAHA
8718,52.825924,2601,3051B,3051B,13305,305,Wayne,151,WAYNE,1B,MADRAY SPRINGS
8719,63.160454,2043,1836,1836,13183,183,Long,91,LONG,6,ALMA FLOURNOY
8720,90.293808,2038,1831,1831,13183,183,Long,91,LONG,1,Breads Creek
8721,112.529564,2501,27939,27939,13279,279,Toombs,138,TOOMBS,39,39 NEWBRANCH
8722,81.425682,2500,27915361,27915361,13279,279,Toombs,138,TOOMBS,15361,15361 LYONS
8723,50.317051,2446,26710,26710,13267,267,Tattnall,132,TATTNALL,10,SHILOH
8724,57.783276,2449,2675,2675,13267,267,Tattnall,132,TATTNALL,5,DISTRICT II
8725,68.656197,2447,2673,2673,13267,267,Tattnall,132,TATTNALL,3,COLLINS
8726,51.863895,1067,1070058,1070058,13107,107,Emanuel,53,EMANUEL,0058,STILLMORE
8727,40.288288,2445,2671,2671,13267,267,Tattnall,132,TATTNALL,1,COBBTOWN
8728,249.012497,185,043CAND,043CAND,13043,043,Candler,21,CANDLER,CAND,JSCC
8729,81.308029,2451,2678,2678,13267,267,Tattnall,132,TATTNALL,8,DISTRICT IV
8730,14.776439,2448,2674,2674,13267,267,Tattnall,132,TATTNALL,4,MANASSAS
8731,51.334019,2450,2677,2677,13267,267,Tattnall,132,TATTNALL,7,EAST GLENNVILLE
8732,186.995499,1074,10911,10911,13109,109,Evans,54,EVANS,11,Veterans Community Center
8733,40.781681,147,0318,0318,13031,031,Bulloch,16,BULLOCH,8,SINKHOLE
8734,26.088518,148,0319,0319,13031,031,Bulloch,16,BULLOCH,9,REGISTER
8735,42.339172,135,03111,03111,13031,031,Bulloch,16,BULLOCH,11,STATESBORO
8736,39.250114,2006,17521,17521,13175,175,Laurens,87,LAURENS,21,SMITH
8737,66.358231,1998,17511,17511,13175,175,Laurens,87,LAURENS,11,BREWTON
8738,39.988613,1972,1671266,1671266,13167,167,Johnson,83,JOHNSON,1266,SMITH
8739,117.435577,1971,1671201,1671201,13167,167,Johnson,83,JOHNSON,1201,WRIGHTSVILLE
8740,71.611771,2596,30391,30391,13303,303,Washington,150,WASHINGTON,91,HARRISON
8741,59.692944,2594,3031488,3031488,13303,303,Washington,150,WASHINGTON,1488,TENNILLE
8742,100.423096,2598,30397,30397,13303,303,Washington,150,WASHINGTON,97,SANDERSVILLE
8743,65.809715,2592,3031253,3031253,13303,303,Washington,150,WASHINGTON,1253,RIDDLEVILLE
8744,88.705032,2597,30394,30394,13303,303,Washington,150,WASHINGTON,94,DAVISBORO
8745,61.882301,1073,1071748,1071748,13107,107,Emanuel,53,EMANUEL,1748,ADRIAN
8746,89.900322,1974,16755,16755,13167,167,Johnson,83,JOHNSON,55,KITE
8747,130.152634,1065,1070053,1070053,13107,107,Emanuel,53,EMANUEL,0053,SWAINSBORO
8748,81.327354,1068,1071208,1071208,13107,107,Emanuel,53,EMANUEL,1208,BLUNDALE
8749,49.199123,1963,1630085,1630085,13163,163,Jefferson,81,JEFFERSON,0085,BARTOW
8750,56.340588,1962,1630083,1630083,13163,163,Jefferson,81,JEFFERSON,0083,WADLEY
8751,23.98213,1064,1070052,1070052,13107,107,Emanuel,53,EMANUEL,0052,CROSS-GREEN
8752,209.544434,1961,1630082,1630082,13163,163,Jefferson,81,JEFFERSON,0082,LOUISVILLE
8753,112.488243,2593,3031350,3031350,13303,303,Washington,150,WASHINGTON,1350,WARTHEN
8754,33.701515,1848,1414C,1414C,13141,141,Hancock,70,HANCOCK,4C,SPARTA 4C
8755,19.416454,1591,125EDGH,125EDGH,13125,125,Glascock,62,GLASCOCK,EDGH,EDGEHILL
8756,37.554287,1594,125MITC,125MITC,13125,125,Glascock,62,GLASCOCK,MITC,MITCHELL
8757,30.273521,1592,125GIBS,125GIBS,13125,125,Glascock,62,GLASCOCK,GIBS,GIBSON
8961,26.192833,2966,185018,185018,13185,185,Lowndes,92,LOWNDES,018,LAKE PARK
8962,20.611187,2968,185017,185017,13185,185,Lowndes,92,LOWNDES,017,Dasher City Hall
8963,40.459686,2052,185010,185010,13185,185,Lowndes,92,LOWNDES,010,LOWNDES CIVIC
8964,77.063187,2048,185011,185011,13185,185,Lowndes,92,LOWNDES,011,Naylor Community Center
8965,421.129181,1034,1011058,1011058,13101,101,Echols,50,ECHOLS,1058,STATENVILLE
8966,180.306931,480,065D,065D,13065,065,Clinch,32,CLINCH,D,DUPONT
8967,12.288113,2959,185003,185003,13185,185,Lowndes,92,LOWNDES,003,Hahira Community Center
8968,19.166506,2958,185002,185002,13185,185,Lowndes,92,LOWNDES,002,Historical Society
8969,14.172275,3162,185006,185006,13185,185,Lowndes,92,LOWNDES,006,Trinity Church
8970,33.984211,700,075C,075C,13075,075,Cook,37,COOK,C,CECIL
8971,31.526775,701,075DB,075DB,13075,075,Cook,37,COOK,DB,DELLE BEAMGUARD
8972,45.277771,76,0191144,0191144,13019,019,Berrien,10,BERRIEN,1144,RAY CITY
8973,29.622873,2056,185007,185007,13185,185,Lowndes,92,LOWNDES,007,Nazarene Church
8974,13.261559,2960,185004,185004,13185,185,Lowndes,92,LOWNDES,004,Pine Grove Church
8975,63.485641,75,01911062,01911062,13019,019,Berrien,10,BERRIEN,11062,WEST BERRIEN
8976,41.194359,78,0191642,0191642,13019,019,Berrien,10,BERRIEN,1642,ENIGMA
8977,197.395584,77,0191157,0191157,13019,019,Berrien,10,BERRIEN,1157,NASHVILLE
8978,110.922424,79,019518,019518,13019,019,Berrien,10,BERRIEN,518,ALAPAHA
8979,199.973618,1991,1731,1731,13173,173,Lanier,86,LANIER,1,LAKELAND
8980,78.008118,478,065AB,065AB,13065,065,Clinch,32,CLINCH,AB,ARABIA
8981,36.877121,630,0693,0693,13069,069,Coffee,34,COFFEE,3,BRIDGETOWN
