STATEFP20,COUNTYFP20,VTDST20,GEOID20,NAME20,GEOID,ADJPOP,TAWHITEALN,TABLACKCMB,TAAIANCMB,TAASIANCMB,TANHOPICMB,TAOTHERALN,TA2RACE,TAHISPANIC
32,003,006735,32003006735,6735,7000000US32003006735,4917,2100,671,148,1361,108,307,730,933
32,003,006736,32003006736,6736,7000000US32003006736,1807,659,236,36,652,53,158,219,335
32,003,006737,32003006737,6737,7000000US32003006737,5565,2372,865,100,1598,126,396,748,932
32,003,006738,32003006738,6738,7000000US32003006738,3914,1951,514,103,898,87,248,550,793
32,003,006739,32003006739,6739,7000000US32003006739,2838,1102,626,58,573,130,268,389,629
32,003,006740,32003006740,6740,7000000US32003006740,3415,1028,417,69,1477,99,249,439,590
32,003,006750,32003006750,6750,7000000US32003006750,2580,1146,248,72,793,79,165,375,500
32,003,006751,32003006751,6751,7000000US32003006751,3664,1531,329,52,1282,116,227,501,667
32,003,006752,32003006752,6752,7000000US32003006752,3499,1725,302,76,924,92,228,553,661
32,003,006753,32003006753,6753,7000000US32003006753,2703,1268,310,72,652,54,201,431,621
32,003,006914,32003006914,6914,7000000US32003006914,0,0,0,0,0,0,0,0,0
32,003,007012,32003007012,7012,7000000US32003007012,3102,1402,632,101,344,86,393,493,851
32,003,007047,32003007047,7047,7000000US32003007047,1876,892,171,76,163,16,338,372,721
32,003,007048,32003007048,7048,7000000US32003007048,2055,1041,140,101,195,32,369,344,807
32,003,007049,32003007049,7049,7000000US32003007049,1752,747,171,63,162,36,356,341,724
32,003,007050,32003007050,7050,7000000US32003007050,1586,841,95,38,110,26,329,266,638
32,003,007054,32003007054,7054,7000000US32003007054,2282,1004,504,46,300,47,271,283,621
32,003,007079,32003007079,7079,7000000US32003007079,4365,993,793,127,446,95,1504,723,2372
32,003,007097,32003007097,7097,7000000US32003007097,2751,1146,509,70,308,47,462,412,916
32,003,007311,32003007311,7311,7000000US32003007311,1583,694,202,63,211,51,252,266,525
32,003,007312,32003007312,7312,7000000US32003007312,4471,1002,1117,116,391,64,1353,721,2148
32,003,007332,32003007332,7332,7000000US32003007332,2821,866,248,63,94,33,993,618,1845
32,003,007334,32003007334,7334,7000000US32003007334,970,403,207,36,115,29,119,178,320
32,003,007341,32003007341,7341,7000000US32003007341,2036,883,534,46,222,59,215,267,524
32,003,007351,32003007351,7351,7000000US32003007351,1386,1061,43,41,77,9,63,167,227
32,003,007352,32003007352,7352,7000000US32003007352,1761,1428,31,44,80,24,47,197,222
32,003,007354,32003007354,7354,7000000US32003007354,1946,1385,120,56,115,40,102,265,355
32,003,007355,32003007355,7355,7000000US32003007355,2861,1799,412,96,149,36,219,347,595
32,003,007356,32003007356,7356,7000000US32003007356,1183,857,49,36,45,16,83,157,257
32,003,007357,32003007357,7357,7000000US32003007357,2882,1850,240,114,162,89,313,326,697
32,003,007358,32003007358,7358,7000000US32003007358,724,457,55,17,50,7,79,104,195
32,003,007359,32003007359,7359,7000000US32003007359,2662,1635,219,120,220,29,283,371,671
32,003,007360,32003007360,7360,7000000US32003007360,1403,1071,55,61,48,9,66,189,249
32,003,007361,32003007361,7361,7000000US32003007361,1101,818,67,37,65,16,45,152,154
32,003,007366,32003007366,7366,7000000US32003007366,5553,2867,879,148,814,112,483,745,1276
32,003,007387,32003007387,7387,7000000US32003007387,1866,820,127,56,179,40,414,380,858
32,003,007395,32003007395,7395,7000000US32003007395,2213,1164,327,61,241,66,192,395,577
32,003,007402,32003007402,7402,7000000US32003007402,2203,1163,304,85,227,81,217,336,539
32,003,007403,32003007403,7403,7000000US32003007403,2229,1398,222,49,223,43,155,312,462
32,003,007405,32003007405,7405,7000000US32003007405,2326,1479,172,57,268,45,170,355,515
32,003,007410,32003007410,7410,7000000US32003007410,1934,1211,173,57,196,36,134,316,397
32,003,007411,32003007411,7411,7000000US32003007411,2476,1423,277,77,301,67,199,428,520
32,003,007413,32003007413,7413,7000000US32003007413,3987,2060,447,127,786,115,280,651,865
32,003,007414,32003007414,7414,7000000US32003007414,3778,2168,379,87,688,61,233,502,636
32,003,007415,32003007415,7415,7000000US32003007415,2904,1678,244,70,491,113,201,419,594
32,003,007416,32003007416,7416,7000000US32003007416,1638,911,186,28,319,13,131,173,346
32,003,007417,32003007417,7417,7000000US32003007417,2319,1187,448,72,320,64,179,340,508
32,003,007422,32003007422,7422,7000000US32003007422,2947,1468,431,92,377,56,318,540,853
32,003,007430,32003007430,7430,7000000US32003007430,3661,2119,645,197,209,65,321,446,810
32,003,007500,32003007500,7500,7000000US32003007500,3841,1882,554,107,525,141,413,622,1028
32,003,007501,32003007501,7501,7000000US32003007501,1389,531,631,59,67,20,66,187,193
32,003,007502,32003007502,7502,7000000US32003007502,3101,1400,512,90,340,39,616,315,954
32,003,007503,32003007503,7503,7000000US32003007503,1174,611,219,53,149,22,103,168,222
32,003,007504,32003007504,7504,7000000US32003007504,444,171,75,7,83,12,65,63,134
32,003,007505,32003007505,7505,7000000US32003007505,0,0,0,0,0,0,0,0,0
32,003,007506,32003007506,7506,7000000US32003007506,1798,461,381,71,210,26,501,266,791
32,003,007507,32003007507,7507,7000000US32003007507,3273,1302,407,93,304,61,768,591,1454
32,003,007508,32003007508,7508,7000000US32003007508,1121,394,52,22,81,18,387,237,656
32,003,007509,32003007509,7509,7000000US32003007509,2358,955,494,69,305,43,351,368,730
32,003,007511,32003007511,7511,7000000US32003007511,0,0,0,0,0,0,0,0,0
32,003,007512,32003007512,7512,7000000US32003007512,1354,628,249,52,174,32,170,201,394
32,003,007513,32003007513,7513,7000000US32003007513,4692,1416,1128,136,812,118,636,913,1572
32,003,007514,32003007514,7514,7000000US32003007514,9,1,3,0,1,0,4,0,4
32,003,007515,32003007515,7515,7000000US32003007515,2123,1184,197,28,270,20,205,306,532
32,003,007521,32003007521,7521,7000000US32003007521,89,22,23,8,10,3,13,28,32
32,003,007522,32003007522,7522,7000000US32003007522,6095,1806,888,182,1283,144,1292,1008,2544
32,003,007523,32003007523,7523,7000000US32003007523,354,163,72,4,86,6,12,33,37
32,003,007524,32003007524,7524,7000000US32003007524,2523,966,500,69,225,81,471,408,1001
32,003,007525,32003007525,7525,7000000US32003007525,2920,1033,814,93,161,64,584,412,1097
32,003,007526,32003007526,7526,7000000US32003007526,1402,459,218,26,280,20,305,195,520
32,003,007527,32003007527,7527,7000000US32003007527,2599,1155,803,111,178,73,237,357,567
32,003,007528,32003007528,7528,7000000US32003007528,3821,1092,615,134,936,125,675,669,1450
32,003,007529,32003007529,7529,7000000US32003007529,2190,863,485,96,257,60,272,435,693
32,003,007530,32003007530,7530,7000000US32003007530,1842,861,235,53,228,32,314,285,587
32,003,007531,32003007531,7531,7000000US32003007531,2713,881,282,87,220,39,881,533,1570
32,003,007532,32003007532,7532,7000000US32003007532,2153,735,225,79,180,49,569,468,1110
32,003,007533,32003007533,7533,7000000US32003007533,0,0,0,0,0,0,0,0,0
32,003,007534,32003007534,7534,7000000US32003007534,3553,2510,250,62,425,28,109,355,410
32,003,007535,32003007535,7535,7000000US32003007535,2,2,0,0,0,0,0,0,0
32,003,007536,32003007536,7536,7000000US32003007536,1791,1399,31,67,119,25,65,195,253
32,003,007541,32003007541,7541,7000000US32003007541,0,0,0,0,0,0,0,0,0
32,003,007542,32003007542,7542,7000000US32003007542,46,37,3,2,0,0,4,2,8
32,003,007543,32003007543,7543,7000000US32003007543,10,8,0,0,0,0,2,0,0
32,003,007545,32003007545,7545,7000000US32003007545,1574,1362,28,38,40,14,23,147,107
32,003,007550,32003007550,7550,7000000US32003007550,208,173,14,2,3,6,10,4,12
32,003,007551,32003007551,7551,7000000US32003007551,1310,1155,42,28,19,7,33,64,91
32,003,007552,32003007552,7552,7000000US32003007552,1436,1197,21,39,60,6,55,136,163
32,003,007553,32003007553,7553,7000000US32003007553,1588,1355,27,55,43,5,23,132,159
32,003,007554,32003007554,7554,7000000US32003007554,1234,1004,37,56,37,6,31,154,157
32,003,007555,32003007555,7555,7000000US32003007555,1961,1746,18,47,43,15,35,135,145
32,003,007561,32003007561,7561,7000000US32003007561,1706,1431,39,64,56,5,44,153,192
32,003,007562,32003007562,7562,7000000US32003007562,1589,1340,36,52,62,10,36,157,163
32,003,007563,32003007563,7563,7000000US32003007563,956,848,2,14,37,13,13,81,60
32,003,007564,32003007564,7564,7000000US32003007564,1354,1157,29,43,41,2,24,114,107
32,003,007569,32003007569,7569,7000000US32003007569,2427,1512,243,101,146,46,231,333,578
32,003,007570,32003007570,7570,7000000US32003007570,2020,1148,279,67,99,26,324,236,607
32,003,007571,32003007571,7571,7000000US32003007571,1924,1073,242,68,114,25,293,233,587
32,003,007572,32003007572,7572,7000000US32003007572,2592,1282,613,108,126,49,281,397,727
32,003,007573,32003007573,7573,7000000US32003007573,2094,1494,105,81,129,37,135,257,403
32,003,007574,32003007574,7574,7000000US32003007574,2005,1330,135,65,184,58,105,345,386
32,003,007575,32003007575,7575,7000000US32003007575,1267,869,89,51,118,33,58,185,216
32,003,007581,32003007581,7581,7000000US32003007581,2100,1594,82,88,117,30,82,266,292
32,003,007582,32003007582,7582,7000000US32003007582,2483,1701,190,68,196,35,188,309,469
32,003,007583,32003007583,7583,7000000US32003007583,2593,1893,161,86,169,27,126,316,462
32,003,007584,32003007584,7584,7000000US32003007584,2361,1664,114,65,144,23,160,313,488
32,003,007585,32003007585,7585,7000000US32003007585,1675,1314,70,70,66,12,64,197,240
32,003,007590,32003007590,7590,7000000US32003007590,499,325,36,17,49,16,35,66,95
32,003,007591,32003007591,7591,7000000US32003007591,1465,1068,85,42,108,38,77,153,206
32,003,007592,32003007592,7592,7000000US32003007592,2098,1346,246,72,161,62,141,344,444
32,003,007593,32003007593,7593,7000000US32003007593,2734,2027,194,84,160,52,115,318,419
32,003,007594,32003007594,7594,7000000US32003007594,3766,2400,357,105,428,93,210,519,667
32,003,007595,32003007595,7595,7000000US32003007595,1543,1177,56,43,141,21,55,199,221
32,003,007596,32003007596,7596,7000000US32003007596,1221,821,85,42,126,30,73,190,213
32,003,007601,32003007601,7601,7000000US32003007601,2780,2032,143,47,220,21,125,369,495
32,003,007602,32003007602,7602,7000000US32003007602,2381,1829,114,58,178,34,92,250,315
32,003,007603,32003007603,7603,7000000US32003007603,3577,2675,160,104,297,54,171,408,592
32,003,007604,32003007604,7604,7000000US32003007604,1757,1284,104,63,136,24,72,241,235
32,003,007605,32003007605,7605,7000000US32003007605,2326,1674,135,90,104,37,136,308,485
32,003,007611,32003007611,7611,7000000US32003007611,1811,1300,103,56,194,25,58,218,221
32,003,007612,32003007612,7612,7000000US32003007612,1456,943,101,34,242,31,63,188,215
32,003,007613,32003007613,7613,7000000US32003007613,1709,1255,115,32,129,39,73,201,230
32,003,007614,32003007614,7614,7000000US32003007614,2048,1213,250,57,264,34,142,278,452
32,003,007615,32003007615,7615,7000000US32003007615,3183,1949,245,86,488,68,202,415,601
32,003,007622,32003007622,7622,7000000US32003007622,1149,669,153,42,124,27,58,195,220
32,003,007623,32003007623,7623,7000000US32003007623,2376,1428,266,67,329,63,130,347,430
32,003,007624,32003007624,7624,7000000US32003007624,2969,1685,407,78,420,70,155,429,543
32,003,007625,32003007625,7625,7000000US32003007625,1771,1144,148,25,281,21,87,186,256
32,003,007631,32003007631,7631,7000000US32003007631,2720,1878,130,82,358,48,100,351,319
32,003,007632,32003007632,7632,7000000US32003007632,1722,1175,91,35,260,10,80,204,240
32,003,007633,32003007633,7633,7000000US32003007633,1625,1191,39,43,206,15,63,197,238
32,003,007634,32003007634,7634,7000000US32003007634,1020,794,42,10,90,9,31,107,119
32,003,007635,32003007635,7635,7000000US32003007635,1509,1111,68,13,204,16,32,154,189
32,003,007641,32003007641,7641,7000000US32003007641,990,891,22,14,34,9,1,50,49
32,003,007642,32003007642,7642,7000000US32003007642,922,803,29,9,41,5,12,44,46
32,003,007643,32003007643,7643,7000000US32003007643,1115,725,81,41,140,36,32,151,167
32,003,007644,32003007644,7644,7000000US32003007644,1990,1330,74,37,373,18,67,235,222
32,003,007645,32003007645,7645,7000000US32003007645,702,494,47,16,94,13,19,69,80
32,003,007651,32003007651,7651,7000000US32003007651,3039,1986,200,62,508,55,84,388,398
32,003,007652,32003007652,7652,7000000US32003007652,1661,1024,104,57,284,40,86,252,281
32,003,007653,32003007653,7653,7000000US32003007653,1425,975,83,43,211,13,45,165,153
32,003,007654,32003007654,7654,7000000US32003007654,1697,1027,104,51,260,58,122,249,326
32,003,007661,32003007661,7661,7000000US32003007661,1305,788,152,41,133,33,94,212,272
32,003,007662,32003007662,7662,7000000US32003007662,1717,1137,145,68,137,18,117,218,365
32,003,007663,32003007663,7663,7000000US32003007663,2267,1412,186,53,334,31,135,327,466
32,003,007664,32003007664,7664,7000000US32003007664,1500,949,128,31,210,36,92,178,239
32,003,007665,32003007665,7665,7000000US32003007665,1549,1064,83,39,155,28,83,228,258
32,003,007671,32003007671,7671,7000000US32003007671,1303,909,82,18,201,23,43,125,131
32,003,007672,32003007672,7672,7000000US32003007672,1457,892,134,61,201,28,88,209,267
32,003,007674,32003007674,7674,7000000US32003007674,581,421,33,4,51,5,38,62,102
32,003,007675,32003007675,7675,7000000US32003007675,1250,854,89,17,105,12,88,149,237
32,003,007681,32003007681,7681,7000000US32003007681,1551,978,133,47,184,52,84,242,328
32,003,007682,32003007682,7682,7000000US32003007682,1065,690,71,35,92,27,93,168,232
32,003,007683,32003007683,7683,7000000US32003007683,1538,1119,100,33,125,20,81,147,254
32,003,007684,32003007684,7684,7000000US32003007684,1475,846,186,53,158,34,123,204,335
32,003,007685,32003007685,7685,7000000US32003007685,1736,932,156,87,244,48,157,315,432
32,003,007691,32003007691,7691,7000000US32003007691,991,644,76,25,139,16,43,153,144
32,003,007692,32003007692,7692,7000000US32003007692,2083,1363,128,30,326,28,105,274,333
32,003,007693,32003007693,7693,7000000US32003007693,2624,1707,272,53,387,38,99,297,362
32,003,007694,32003007694,7694,7000000US32003007694,2273,1360,291,75,230,50,166,326,447
32,003,007695,32003007695,7695,7000000US32003007695,1789,1093,136,42,183,47,173,261,434
32,003,007701,32003007701,7701,7000000US32003007701,343,145,56,5,74,3,36,51,86
32,003,007702,32003007702,7702,7000000US32003007702,2331,1252,289,62,357,50,231,343,542
32,003,007703,32003007703,7703,7000000US32003007703,1624,915,158,48,262,49,97,268,342
32,003,007704,32003007704,7704,7000000US32003007704,1020,646,86,36,98,23,69,144,227
32,003,007705,32003007705,7705,7000000US32003007705,1821,1180,162,45,245,37,94,221,276
32,003,007706,32003007706,7706,7000000US32003007706,1692,1010,133,58,161,27,162,272,382
32,003,007707,32003007707,7707,7000000US32003007707,1452,967,65,30,133,20,168,144,361
32,003,007712,32003007712,7712,7000000US32003007712,1415,853,161,31,127,14,131,181,343
32,003,007713,32003007713,7713,7000000US32003007713,1238,791,102,27,75,15,118,215,300
32,003,007714,32003007714,7714,7000000US32003007714,1999,1083,399,70,177,42,162,216,467
32,003,007715,32003007715,7715,7000000US32003007715,2993,1706,357,112,263,81,251,489,698
32,003,007720,32003007720,7720,7000000US32003007720,0,0,0,0,0,0,0,0,0
32,003,007722,32003007722,7722,7000000US32003007722,1268,823,111,63,114,36,74,229,226
32,003,007723,32003007723,7723,7000000US32003007723,2194,1101,366,45,294,62,175,359,471
32,003,007724,32003007724,7724,7000000US32003007724,113,71,22,9,6,3,6,15,14
32,003,007726,32003007726,7726,7000000US32003007726,3482,1335,592,106,814,93,362,580,952
32,003,007730,32003007730,7730,7000000US32003007730,4216,2095,596,139,681,105,382,700,1028
32,003,007731,32003007731,7731,7000000US32003007731,2283,1249,208,99,235,53,263,386,677
32,003,007732,32003007732,7732,7000000US32003007732,2269,1300,228,71,280,23,186,353,503
32,003,007733,32003007733,7733,7000000US32003007733,1734,1150,214,40,175,35,74,176,219
32,003,007734,32003007734,7734,7000000US32003007734,0,0,0,0,0,0,0,0,0
32,003,007743,32003007743,7743,7000000US32003007743,0,0,0,0,0,0,0,0,0
32,003,007745,32003007745,7745,7000000US32003007745,0,0,0,0,0,0,0,0,0
32,003,007906,32003007906,7906,7000000US32003007906,0,0,0,0,0,0,0,0,0
32,003,007908,32003007908,7908,7000000US32003007908,0,0,0,0,0,0,0,0,0
32,003,007910,32003007910,7910,7000000US32003007910,0,0,0,0,0,0,0,0,0
32,003,007912,32003007912,7912,7000000US32003007912,0,0,0,0,0,0,0,0,0
32,003,007920,32003007920,7920,7000000US32003007920,0,0,0,0,0,0,0,0,0
32,003,007923,32003007923,7923,7000000US32003007923,22,7,6,3,2,3,5,6,19
32,003,007926,32003007926,7926,7000000US32003007926,0,0,0,0,0,0,0,0,0
32,005,000001,32005000001,Precinct 1 - Centerville,7000000US32005000001,1168,953,27,48,45,13,45,111,104
32,005,000002,32005000002,Precinct 2 - Fish Springs,7000000US32005000002,2077,1769,31,60,76,8,60,170,214
32,005,000003,32005000003,Precinct 3 - Gardnerville,7000000US32005000003,1893,1494,12,74,59,10,118,218,296
32,005,000004,32005000004,Precinct 4 - Carson Valley Estates,7000000US32005000004,1709,1272,24,57,82,10,163,165,341
32,005,000005,32005000005,Precinct 5 - Genoa,7000000US32005000005,1074,978,0,24,21,4,18,52,54
32,005,000006,32005000006,Precinct 6 - Jacks Valley,7000000US32005000006,2094,1561,63,125,83,19,169,190,429
32,005,000007,32005000007,Precinct 7 - Minden,7000000US32005000007,1142,957,6,51,43,8,32,111,122
32,005,000008,32005000008,Precinct 8 - Ranchos I,7000000US32005000008,1948,1590,13,98,52,26,62,238,219
32,005,000009,32005000009,Precinct 9 - Ranchos II,7000000US32005000009,1865,1452,20,82,47,10,139,216,355
32,005,000010,32005000010,Precinct 10 - Topaz Ranch Estates,7000000US32005000010,1638,1390,16,92,29,9,49,141,155
32,005,000011,32005000011,Precinct 11 - Johnson Lane,7000000US32005000011,1492,1296,8,43,39,7,26,136,106
32,005,000012,32005000012,Precinct 12 - Dresslerville,7000000US32005000012,400,12,3,379,2,1,4,18,24
32,005,000013,32005000013,Precinct 13 - Indian Hills West,7000000US32005000013,2129,1590,31,102,58,14,200,246,467
32,005,000014,32005000014,Precinct 14 - Pinenut,7000000US32005000014,1100,948,6,37,26,7,34,94,76
32,005,000015,32005000015,Precinct 15 - Valley,7000000US32005000015,598,498,10,10,17,3,15,70,63
32,005,000016,32005000016,Precinct 16 - Mottsville,7000000US32005000016,868,798,7,16,10,2,11,41,49
32,005,000017,32005000017,Precinct 17 - Ruhenstroth,7000000US32005000017,2036,1676,13,119,42,10,102,171,244
32,005,000018,32005000018,Precinct 18 - Ranchos III,7000000US32005000018,915,729,5,23,30,15,54,103,148
32,005,000019,32005000019,Precinct 19 - Ranchos IV,7000000US32005000019,1548,1229,22,67,68,17,75,174,213
32,005,000020,32005000020,Precinct 20 - Birch/Ranchos,7000000US32005000020,1882,1467,32,101,54,12,80,239,310
32,005,000021,32005000021,Precinct 21 - Wildhorse,7000000US32005000021,1451,1272,8,46,33,5,20,121,107
32,005,000022,32005000022,Precinct 22 - Saratoga,7000000US32005000022,1597,1416,7,49,45,4,22,106,138
32,005,000023,32005000023,Precinct 23 - Indian Hills East,7000000US32005000023,1400,1044,18,42,98,12,123,159,260
32,005,000024,32005000024,Precinct 24 - Topaz Lake,7000000US32005000024,778,611,3,35,25,2,87,46,139
32,005,000025,32005000025,Precinct 25 - Pleasantview,7000000US32005000025,2099,1775,18,79,34,9,87,184,276
32,005,000026,32005000026,Precinct 26 - Westwood,7000000US32005000026,888,747,18,38,27,0,40,68,88
32,005,000027,32005000027,Precinct 27 - Winhaven,7000000US32005000027,1073,946,13,25,21,2,13,84,73
32,005,000028,32005000028,Precinct 28 - Orchard Road,7000000US32005000028,1179,997,10,38,41,11,38,95,115
32,005,000029,32005000029,Precinct 29 - Autumn Hills,7000000US32005000029,801,708,4,23,12,3,19,56,59
32,005,000030,32005000030,Precinct 30 - East Fork,7000000US32005000030,13,8,2,3,0,0,0,4,0
32,005,000031,32005000031,Precinct 31 - Chichester,7000000US32005000031,1048,859,16,40,50,19,35,97,105
32,005,000032,32005000032,Precinct 32 - East Valley,7000000US32005000032,631,529,7,17,20,1,17,65,54
32,005,000033,32005000033,Precinct 33 - Hot Springs,7000000US32005000033,698,591,1,30,20,1,18,65,52
32,005,000034,32005000034,Precinct 34 - Sunridge,7000000US32005000034,714,554,6,35,53,11,34,72,96
32,005,000035,32005000035,Precinct 35 - Glenbrook,7000000US32005000035,566,507,10,6,33,1,2,32,17
32,005,000036,32005000036,Precinct 36 - Skyland,7000000US32005000036,549,491,5,12,17,4,8,37,25
32,005,000037,32005000037,Precinct 37 - Zephyr Cove,7000000US32005000037,680,578,11,18,32,1,15,53,52
32,005,000038,32005000038,Precinct 38 - Round Hill,7000000US32005000038,908,726,8,27,67,9,38,91,77
32,005,000039,32005000039,Precinct 39 - Edgewood,7000000US32005000039,587,325,12,24,35,7,122,103,199
32,005,000040,32005000040,Precinct 40 - Kingsbury,7000000US32005000040,1187,1006,9,30,62,4,25,112,117
32,005,000041,32005000041,Precinct 41 - Daggett,7000000US32005000041,1114,957,10,32,29,2,24,95,103
32,005,ZZZZZZ,32005ZZZZZZ,Voting Districts Not Defined,7000000US32005ZZZZZZ,5,1,0,0,1,0,1,2,0
32,007,000001,32007000001,Precinct 1,7000000US32007000001,2051,1274,58,163,22,13,361,275,757
32,007,000002,32007000002,Precinct 2,7000000US32007000002,2464,1384,31,115,41,20,623,340,1112
32,007,000003,32007000003,Precinct 3,7000000US32007000003,1073,816,29,62,36,6,68,111,207
32,007,000004,32007000004,Precinct 4,7000000US32007000004,1192,754,37,222,34,6,92,153,246
32,007,000005,32007000005,Precinct 5,7000000US32007000005,1151,898,12,66,6,6,97,105,235
32,007,000006,32007000006,Precinct 6,7000000US32007000006,1721,1242,62,82,68,9,160,188,419
32,007,000007,32007000007,Precinct 7,7000000US32007000007,1009,751,27,47,29,2,100,86,242
32,007,000008,32007000008,Precinct 8,7000000US32007000008,1697,1218,36,130,55,5,116,228,399
32,007,000009,32007000009,Precinct 9,7000000US32007000009,1011,742,13,54,42,5,92,100,201
32,007,000010,32007000010,Precinct 10,7000000US32007000010,2016,1422,61,108,58,10,215,218,489
32,007,000011,32007000011,Precinct 11,7000000US32007000011,2292,1239,49,133,42,9,544,363,1116
32,007,000012,32007000012,Precinct 12,7000000US32007000012,2220,1292,34,559,43,8,205,182,468
32,007,000013,32007000013,Precinct 13,7000000US32007000013,1396,889,7,56,21,8,275,194,563
32,007,000014,32007000014,Precinct 14,7000000US32007000014,2936,2056,63,138,90,13,366,340,874
32,007,000015,32007000015,Precinct 15,7000000US32007000015,1139,979,69,62,24,6,66,87,136
32,007,000016,32007000016,Precinct 16,7000000US32007000016,817,691,4,35,15,8,25,85,92
32,007,000017,32007000017,Precinct 17,7000000US32007000017,31,23,0,5,0,0,3,4,4
32,007,000018,32007000018,Precinct 18,7000000US32007000018,618,413,6,90,4,5,51,84,141
32,007,000019,32007000019,Precinct 19,7000000US32007000019,621,406,13,59,8,10,57,110,182
32,007,000020,32007000020,Precinct 20,7000000US32007000020,2948,1145,30,99,101,9,1103,575,1997
32,007,000021,32007000021,Precinct 21,7000000US32007000021,1568,605,16,75,31,3,649,237,1057
32,007,000022,32007000022,Precinct 22,7000000US32007000022,2781,2445,17,97,45,10,78,205,241
32,007,000023,32007000023,Precinct 23,7000000US32007000023,3102,2665,31,108,46,12,100,271,345
32,007,000024,32007000024,Precinct 24,7000000US32007000024,1953,1658,14,64,16,2,124,133,239
32,007,000025,32007000025,Precinct 25,7000000US32007000025,1703,1439,13,76,51,7,70,126,196
32,007,000026,32007000026,Precinct 26,7000000US32007000026,1088,860,27,91,36,11,28,142,135
32,007,000027,32007000027,Precinct 27,7000000US32007000027,760,552,10,120,15,7,35,78,84
32,007,000028,32007000028,Precinct 28,7000000US32007000028,193,165,2,12,3,4,9,6,18
32,007,000029,32007000029,Precinct 29,7000000US32007000029,1027,59,7,940,6,23,4,33,41
32,007,000030,32007000030,Precinct 30,7000000US32007000030,78,64,2,8,1,1,1,2,5
32,007,000031,32007000031,Precinct 31,7000000US32007000031,62,50,0,8,0,1,3,0,3
32,007,000032,32007000032,Precinct 32,7000000US32007000032,1941,1494,16,105,17,9,190,167,352
32,007,000033,32007000033,Precinct 33,7000000US32007000033,235,198,1,14,6,1,7,19,27
32,007,000034,32007000034,Precinct 34,7000000US32007000034,197,161,5,11,0,0,6,26,24
32,007,000035,32007000035,Precinct 35,7000000US32007000035,165,151,0,6,2,0,4,4,9
32,007,000036,32007000036,Precinct 36,7000000US32007000036,241,206,0,10,3,0,9,25,24
32,007,000037,32007000037,Precinct 37,7000000US32007000037,289,242,44,16,10,3,55,29,78
32,007,000038,32007000038,Precinct 38,7000000US32007000038,887,481,21,46,16,4,191,182,424
32,007,000039,32007000039,Precinct 39,7000000US32007000039,178,149,5,9,4,3,5,17,9
32,007,000040,32007000040,Precinct 40,7000000US32007000040,2426,2158,6,91,34,7,40,192,163
32,007,000041,32007000041,Precinct 41,7000000US32007000041,2326,1999,9,121,31,6,67,195,238
32,009,000001,32009000001,ESMERALDA GOLDFIELD PRECINCT 1,7000000US32009000001,231,207,8,7,7,2,0,17,14
32,009,000002,32009000002,ESMERALDA SILVER PEAK PRECINCT 2,7000000US32009000002,126,99,1,21,4,3,0,14,10
32,009,000003,32009000003,ESMERALDA FISH LAKE VALLEY PRECINCT 3,7000000US32009000003,318,201,2,34,6,2,59,39,102
32,009,000004,32009000004,ESMERALDA GOLD POINT/LIDA PRECINCT 4,7000000US32009000004,31,18,3,1,1,1,6,6,12
32,009,000005,32009000005,ESMERALDA LAMBERTUCCI PRECINCT 5,7000000US32009000005,23,23,0,0,0,0,0,0,1
32,011,000001,32011000001,Precinct 1,7000000US32011000001,584,475,9,33,13,2,33,62,74
32,011,000002,32011000002,Precinct 2,7000000US32011000002,477,435,5,9,4,7,4,34,36
32,011,000003,32011000003,Precinct 3,7000000US32011000003,322,249,11,21,13,9,6,60,39
32,011,000004,32011000004,Precinct 4 Crescent Valley Town,7000000US32011000004,475,418,7,17,8,8,10,37,29
32,013,000001,32013000001,HUMBOLDT WINNEMUCCA PRECINCT 1,7000000US32013000001,1723,1143,19,86,37,7,280,212,547
32,013,000002,32013000002,HUMBOLDT WINNEMUCCA PRECINCT 2,7000000US32013000002,1842,1264,25,106,48,9,259,226,525
32,013,000003,32013000003,HUMBOLDT WINNEMUCCA PRECINCT 3,7000000US32013000003,1480,1008,19,107,28,8,206,177,403
32,013,000004,32013000004,HUMBOLDT WINNEMUCCA PRECINCT 4,7000000US32013000004,2282,1348,63,152,24,15,458,331,934
32,013,000005,32013000005,HUMBOLDT WINNEMUCCA PRECINCT 5,7000000US32013000005,1808,1364,20,60,52,14,186,187,427
32,013,000006,32013000006,6,7000000US32013000006,2448,1713,33,105,34,8,343,310,695
32,013,000008,32013000008,8,7000000US32013000008,221,182,1,4,4,0,17,17,33
32,013,000009,32013000009,9,7000000US32013000009,322,260,4,25,3,1,25,21,36
32,013,000010,32013000010,10,7000000US32013000010,426,97,1,311,4,2,14,19,27
32,013,000011,32013000011,11,7000000US32013000011,403,311,1,9,6,1,44,42,79
32,013,000012,32013000012,12,7000000US32013000012,309,230,4,15,1,2,33,35,58
32,013,000013,32013000013,13,7000000US32013000013,445,349,5,30,3,2,29,55,61
32,013,000014,32013000014,HUMBOLDT PRECINCT 14,7000000US32013000014,1116,933,48,45,30,3,70,108,158
32,013,000015,32013000015,HUMBOLDT PRECINCT 15,7000000US32013000015,656,461,4,37,4,1,74,98,180
32,013,0007-2,320130007-2,HUMBOLDT PRECINCT 7-2,7000000US320130007-2,1772,1400,11,76,23,6,129,182,348
